Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc,Avg Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Avg Max Air Temp (F),qc,Avg Min Air Temp (F),qc,Avg Air Temp (F),qc,Avg Max Rel Hum (%),qc,Avg Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Avg Dew Point (F),qc,Avg Wind Speed (mph),qc,Avg Soil Temp (F),qc
173,Torrey Pines,South Coast Valleys,Dec 2021,1.47, ,5.17, ,207, ,11.4, ,58.8, ,49.1, ,54.2, ,90, ,66, ,79, ,47.8, ,4.7,K,57.6, 
173,Torrey Pines,South Coast Valleys,Jan 2022,2.18, ,0.36,K,282,K,10.3, ,64.2,K,48.8, ,56.2, ,84, ,50, ,68, ,44.7, ,2.8, ,56.5, 
173,Torrey Pines,South Coast Valleys,Feb 2022,3.30,K,0.74, ,409,K,7.9, ,65.2,K,48.9, ,57.0,K,72, ,35, ,52,K,38.0,K,4.6,K,55.7, 
173,Torrey Pines,South Coast Valleys,Mar 2022,4.11,K,1.85,K,502,K,11.8, ,63.0,K,51.4, ,57.1, ,86, ,60, ,75, ,48.6, ,4.5,K,59.4, 
173,Torrey Pines,South Coast Valleys,Apr 2022,4.77,K,0.37,K,587,K,12.9,K,63.8,L,53.9,K,58.6,L,87,K,65,K,78,L,51.5,L,4.9,K,63.3, 
173,Torrey Pines,South Coast Valleys,May 2022,4.84,K,0.07,K,553,K,13.7, ,64.1, ,55.7, ,59.4, ,87, ,72, ,80, ,52.9, ,4.8,K,65.1, 
173,Torrey Pines,South Coast Valleys,Jun 2022,5.18, ,0.48, ,601,K,17.2, ,67.5, ,59.9, ,63.3, ,91, ,80, ,86, ,59.1, ,4.3, ,69.5, 
173,Torrey Pines,South Coast Valleys,Jul 2022,5.04, ,0.87,K,553, ,18.5, ,69.4, ,63.2, ,65.8, ,90, ,80, ,85, ,61.3, ,4.2, ,72.1, 
173,Torrey Pines,South Coast Valleys,Aug 2022,5.38, ,0.83,K,526, ,21.5, ,75.7,K,68.4,K,71.4,K,87, ,76, ,82,K,65.6,K,4.1, ,74.7, 
173,Torrey Pines,South Coast Valleys,Sep 2022,4.27,K,0.33, ,452, ,21.9,K,77.2,L,68.5,K,72.0,L,87,K,71,K,80,L,65.3,L,4.0,K,75.2, 
173,Torrey Pines,South Coast Valleys,Oct 2022,2.84,K,0.27, ,304, ,17.3, ,72.3,K,63.1,K,67.3,K,84,K,67,K,77,L,59.5,L,3.9,K,70.1, 
173,Torrey Pines,South Coast Valleys,Nov 2022,2.89, ,1.63, ,304, ,10.5,K,66.8, ,52.6, ,59.8, ,78, ,45, ,60,K,45.1,K,4.8,K,59.0,K
173,Torrey Pines,South Coast Valleys,Dec 2022,1.86,K,2.46, ,233, ,10.8, ,62.5,K,50.9, ,56.7,K,80,K,56,K,69,K,46.3,K,3.8,K,56.8, 
173,Torrey Pines,South Coast Valleys,Jan 2023,2.04, ,5.50,K,233,K,10.1,K,61.7, ,49.7, ,55.5,K,78,K,55,K,67, ,44.4, ,4.9,K,56.3,K
173,Torrey Pines,South Coast Valleys,Feb 2023,2.91, ,6.08,K,341, ,8.5,K,61.3, ,47.6, ,54.6, ,72, ,45, ,59,K,39.7,K,5.6,K,54.5, 
173,Torrey Pines,South Coast Valleys,Mar 2023,3.25, ,4.25,K,385, ,10.6, ,60.0, ,49.9, ,55.1, ,79, ,60, ,71, ,45.8, ,5.1,K,57.9, 
173,Torrey Pines,South Coast Valleys,Apr 2023,3.65,K,0.44, ,444, ,11.8,K,61.4,K,53.2, ,57.1,K,80, ,66, ,74,K,48.6,K,4.3,K,62.1, 
173,Torrey Pines,South Coast Valleys,May 2023,3.64, ,0.57, ,402, ,13.3, ,64.2, ,57.7, ,60.4, ,80, ,69, ,74, ,52.1, ,4.6,K,64.8, 
173,Torrey Pines,South Coast Valleys,Jun 2023,4.29, ,0.68, ,477, ,14.8, ,67.3, ,60.1, ,63.1, ,81, ,69, ,75, ,55.1, ,4.1, ,67.7, 
173,Torrey Pines,South Coast Valleys,Jul 2023,4.58, ,0.56,K,490, ,18.3, ,71.1, ,64.2, ,67.0, ,84, ,75, ,81, ,60.9, ,3.7, ,71.9, 
173,Torrey Pines,South Coast Valleys,Aug 2023,4.16,K,2.29,K,434, ,19.6, ,73.4,K,65.7, ,69.0, ,85, ,75, ,81, ,62.9, ,3.9,K,73.0, 
173,Torrey Pines,South Coast Valleys,Sep 2023,3.50,K,0.24, ,373, ,18.5, ,73.7, ,65.6,K,69.0, ,82, ,68, ,76, ,61.2, ,3.8, ,72.7, 
173,Torrey Pines,South Coast Valleys,Oct 2023,3.39,K,0.53, ,367, ,16.1,K,71.4, ,60.6, ,65.9, ,82, ,64, ,74,K,56.7,K,3.6, ,68.7, 
173,Torrey Pines,South Coast Valleys,Nov 2023,2.92,K,0.75, ,302, ,11.0,K,69.9, ,56.4, ,63.1, ,72, ,41, ,57,K,45.8,K,3.7, ,61.7, 
173,Torrey Pines,South Coast Valleys,Dec 2023,2.04, ,1.07,K,249,K,12.1, ,64.7,K,52.2, ,58.5,K,90, ,57, ,73,K,49.0,K,3.7, ,59.3, 
174,Long Beach,Los Angeles Basin,Jan 2018,2.18,K,1.69, ,262, ,12.0,K,75.5,L,45.9,K,58.7,L,96,K,41,K,72,L,48.7,L,1.5,K,58.1,K
174,Long Beach,Los Angeles Basin,Feb 2018,3.09,K,0.00, ,382, ,10.9, ,71.6,L,44.0,K,57.3,K,94,K,40,K,67, ,45.7, ,3.0,K,57.7, 
174,Long Beach,Los Angeles Basin,Mar 2018,3.61,K,0.00, ,404, ,11.8,K,69.0, ,48.5,K,58.4, ,95, ,48, ,70,K,47.9,K,3.1,K,60.7, 
174,Long Beach,Los Angeles Basin,Apr 2018,5.25,K,0.04,K,550, ,12.2, ,76.9,K,52.5, ,63.4,K,85,K,41,K,62,K,49.4,K,3.2,K,66.2, 
174,Long Beach,Los Angeles Basin,May 2018,5.13,K,0.04, ,500, ,13.7, ,72.8,L,57.0,K,64.9,K,82,K,49,K,65, ,52.8, ,3.5,K,69.2, 
174,Long Beach,Los Angeles Basin,Jun 2018,5.93,K,0.00, ,577, ,16.7, ,79.7,K,62.3,K,69.8,K,84,K,50,K,67, ,58.3, ,3.5,K,73.4, 
174,Long Beach,Los Angeles Basin,Jul 2018,6.88,K,0.00, ,615,K,21.1,K,87.9,L,68.4,K,76.8,L,87,K,46,K,67,L,64.7,L,3.3,K,79.2,K
174,Long Beach,Los Angeles Basin,Aug 2018,6.24,K,0.00, ,573, ,24.9,K,86.8,L,67.2,L,76.3,L,97,K,46,K,70,L,63.0,L,3.0, ,79.4,K
174,Long Beach,Los Angeles Basin,Sep 2018,4.75,K,0.00, ,480, ,21.6,K,86.7,L,63.1,K,72.6,K,97,K,56,K,79,K,65.5,K,2.9,K,75.2, 
174,Long Beach,Los Angeles Basin,Oct 2018,3.70,K,0.46, ,370, ,19.9,K,85.7,L,60.2,K,71.6,K,99,K,50,K,74,L,62.2,L,2.4, ,70.3, 
174,Long Beach,Los Angeles Basin,Nov 2018,2.65,K,1.21, ,294, ,15.9,K,82.1,L,53.5,K,66.7,K,96,K,41,K,71,K,55.9,K,2.2,K,63.2, 
174,Long Beach,Los Angeles Basin,Dec 2018,1.91,K,1.56, ,234, ,13.4,K,73.1,L,47.9,K,59.2,K,97, ,47, ,77,K,51.4,K,2.2,K,56.9, 
174,Long Beach,Los Angeles Basin,Jan 2019,1.96,K,6.47,K,237, ,13.5,K,72.0,L,48.4,K,59.6,K,96,K,50,K,77,L,51.0,L,2.6,K,54.4, 
174,Long Beach,Los Angeles Basin,Feb 2019,2.30,K,4.82,K,309, ,11.1,K,67.0,K,43.7,K,54.6,K,96,K,50,K,74,K,46.4,K,3.2,K,53.8,K
174,Long Beach,Los Angeles Basin,Mar 2019,3.95,K,1.50,K,424, ,15.2,K,73.8,L,51.5,K,63.3,L,97,K,53,K,74,L,52.4,L,2.9, ,60.2, 
174,Long Beach,Los Angeles Basin,Apr 2019,4.98,K,0.10, ,516, ,20.2,K,83.1,L,58.4,K,70.4,K,98,K,55,K,73,L,58.5,L,2.9, ,64.9, 
174,Long Beach,Los Angeles Basin,May 2019,5.11,K,0.46, ,506,K,21.8,K,81.0,L,60.1,L,72.4,L,96,L,61,L,76,L,61.4,L,3.3,K,68.6,K
174,Long Beach,Los Angeles Basin,Jun 2019,4.41,K,0.02, ,473, ,13.7,K,69.5,L,56.7,L,62.8,L,82,L,54,L,69,L,52.6,L,1.8,K,70.8,K
174,Long Beach,Los Angeles Basin,Jul 2019,5.86,K,0.01, ,596, ,18.3, ,80.0,K,61.8, ,69.5, ,93, ,56, ,75, ,61.0, ,1.6,K,76.4, 
174,Long Beach,Los Angeles Basin,Aug 2019,6.02,K,0.02, ,585, ,19.2, ,81.8, ,61.3, ,69.8, ,97, ,55, ,77, ,62.3, ,3.0,K,76.7, 
174,Long Beach,Los Angeles Basin,Sep 2019,4.67,K,0.06, ,467, ,19.2, ,82.0, ,61.2,K,70.2, ,96, ,52, ,76, ,62.1, ,3.0,K,78.8, 
174,Long Beach,Los Angeles Basin,Oct 2019,3.79,K,0.10, ,401, ,12.6,K,81.3,K,50.8, ,64.8,K,95,K,33,K,62,K,49.6,K,1.6,K,70.8, 
174,Long Beach,Los Angeles Basin,Nov 2019,2.19,K,1.84, ,272, ,12.0, ,73.0,K,46.0,K,58.1,K,97, ,44, ,73,K,48.9,K,2.0,K,63.0, 
174,Long Beach,Los Angeles Basin,Dec 2019,1.59,K,4.82, ,204, ,10.6, ,65.7, ,43.2,K,53.7, ,95, ,51, ,75, ,44.8, ,2.3,K,56.0, 
174,Long Beach,Los Angeles Basin,Jan 2020,1.99,K,0.26, ,261, ,10.8, ,67.3, ,41.3, ,53.0, ,99, ,52, ,79, ,46.3, ,2.0, ,55.3, 
174,Long Beach,Los Angeles Basin,Feb 2020,2.94,K,0.46, ,361, ,10.4, ,69.0,K,42.4, ,55.2, ,93, ,42, ,70, ,44.3, ,2.7,K,56.0, 
174,Long Beach,Los Angeles Basin,Mar 2020,3.34,K,2.88,K,387, ,11.9, ,65.6, ,47.5,K,56.3, ,97, ,56, ,77, ,48.8, ,3.2, ,58.9,K
174,Long Beach,Los Angeles Basin,Apr 2020,4.06, ,2.72, ,467, ,14.3, ,69.2,K,52.1, ,60.3, ,97, ,63, ,80, ,54.0, ,3.4, ,64.2, 
174,Long Beach,Los Angeles Basin,May 2020,5.96,K,0.03, ,601, ,16.1, ,76.4,K,55.0, ,64.9, ,98, ,55, ,77, ,57.4, ,3.4, ,72.6,K
174,Long Beach,Los Angeles Basin,Jun 2020,5.26,K,0.04, ,550, ,16.1,K,77.4,L,59.1,K,67.8,K,90,K,53,K,70,K,57.0,K,3.5, ,75.8, 
174,Long Beach,Los Angeles Basin,Jul 2020,6.62,K,0.00, ,609, ,17.4, ,83.6,K,61.4, ,71.1,K,86, ,47, ,67,K,59.5,K,3.1, ,81.1,K
174,Long Beach,Los Angeles Basin,Aug 2020,6.31,K,0.01, ,568, ,19.5, ,87.7,K,64.6,K,74.1,K,86,K,47,K,67,K,62.5,K,3.0, ,82.9,L
174,Long Beach,Los Angeles Basin,Sep 2020,4.66,K,0.05, ,459, ,18.5, ,86.4,K,59.7, ,70.9,K,96, ,45, ,72,K,61.2,K,2.5, ,79.7,K
174,Long Beach,Los Angeles Basin,Oct 2020,3.51,K,0.12, ,350, ,17.1, ,80.7, ,56.8, ,67.4, ,97, ,46, ,73, ,58.3, ,2.3, ,75.7,K
174,Long Beach,Los Angeles Basin,Nov 2020,2.44,K,0.23, ,291, ,11.6, ,73.5, ,44.9, ,57.2, ,96, ,43, ,71, ,47.3, ,2.4,K,64.9,K
174,Long Beach,Los Angeles Basin,Dec 2020,2.22,K,1.35, ,247, ,8.7, ,71.5,K,39.9, ,53.9,K,94,K,31,K,63,K,40.2,K,2.4, ,58.7, 
174,Long Beach,Los Angeles Basin,Jan 2021,2.34,K,1.46,K,273,K,9.0,K,68.4,K,41.6, ,53.7,K,88,K,40,K,65, ,41.5, ,2.8,K,56.4,K
174,Long Beach,Los Angeles Basin,Feb 2021,2.91, ,0.10, ,357, ,9.2, ,68.5, ,43.2, ,55.2, ,87, ,37, ,62, ,41.7, ,2.9, ,57.2, 
174,Long Beach,Los Angeles Basin,Mar 2021,4.22,K,1.19, ,459, ,9.1,K,67.7,K,42.4, ,54.8, ,87, ,40, ,62,K,41.6,K,3.2,K,58.5, 
174,Long Beach,Los Angeles Basin,Apr 2021,4.89,K,0.02, ,510, ,11.4, ,72.3,K,50.3, ,60.6,K,86, ,45, ,64,K,47.8,K,3.5,K,67.0, 
174,Long Beach,Los Angeles Basin,May 2021,5.19,K,0.00, ,510, ,13.2, ,71.5,K,55.8,K,62.7,K,84,K,53,K,68, ,51.8, ,3.7,K,71.8,K
174,Long Beach,Los Angeles Basin,Jun 2021,5.75, ,0.04, ,571, ,15.1, ,76.1,K,58.4,K,65.9, ,86, ,53, ,70, ,55.6, ,3.7,K,74.3, 
174,Long Beach,Los Angeles Basin,Jul 2021,6.20,K,0.01, ,569, ,17.4, ,81.6, ,62.7, ,70.6, ,85, ,49, ,68, ,59.6, ,3.2, ,79.9,K
174,Long Beach,Los Angeles Basin,Aug 2021,5.56,K,0.01,K,506,K,17.1,K,82.6,K,61.8, ,70.4,K,86,K,46,K,67, ,59.0, ,3.2,K,79.6,K
174,Long Beach,Los Angeles Basin,Sep 2021,4.51,K,0.02, ,445, ,16.3, ,81.6,L,59.1,L,68.3, ,88, ,46, ,69, ,57.6, ,2.9,K,76.3, 
174,Long Beach,Los Angeles Basin,Oct 2021,3.49,K,0.37, ,346, ,12.2,K,76.6,L,50.4,L,62.7, ,88, ,38, ,63,K,49.1,K,2.7,K,68.4, 
174,Long Beach,Los Angeles Basin,Nov 2021,2.35,K,0.06, ,272, ,11.4,K,73.9,K,48.9, ,60.0,K,86, ,44, ,66,K,47.0,K,2.3,K,63.6, 
174,Long Beach,Los Angeles Basin,Dec 2021,1.28,K,5.57, ,178, ,10.1, ,62.6, ,41.6, ,51.9, ,89, ,54, ,76, ,44.4, ,2.4,K,56.3, 
174,Long Beach,Los Angeles Basin,Jan 2022,2.06,K,0.09, ,240, ,8.8, ,68.7, ,42.3,K,54.4, ,84, ,37, ,62, ,40.5, ,2.1, ,55.7, 
174,Long Beach,Los Angeles Basin,Feb 2022,3.14,K,0.23, ,365, ,7.5, ,72.5,K,39.4,K,55.0,K,84,K,27,K,51, ,36.5, ,2.7,K,56.4, 
174,Long Beach,Los Angeles Basin,Mar 2022,4.27,K,0.67, ,446, ,10.5, ,71.5,K,46.1, ,58.2, ,87, ,41, ,63, ,45.4, ,3.2,K,61.9, 
174,Long Beach,Los Angeles Basin,Apr 2022,5.07,K,0.17, ,532, ,11.5, ,73.0,L,50.5, ,61.8,K,85,K,43,K,63,L,47.9,L,3.6,K,69.2,K
174,Long Beach,Los Angeles Basin,May 2022,5.43,K,0.02, ,534, ,12.9, ,71.8,K,53.5,K,62.4, ,85, ,52, ,67, ,51.0, ,3.8,K,72.1,K
174,Long Beach,Los Angeles Basin,Jun 2022,5.78,K,0.05, ,568, ,16.1, ,78.3,K,59.2, ,67.4,K,87,K,52,K,70, ,57.3, ,3.5, ,75.1, 
174,Long Beach,Los Angeles Basin,Jul 2022,5.98,K,0.00, ,563, ,17.1, ,79.3, ,61.4, ,68.8, ,86, ,53, ,71, ,59.1, ,3.5,K,77.6, 
174,Long Beach,Los Angeles Basin,Aug 2022,6.14, ,0.00, ,537, ,18.0, ,84.9, ,63.1, ,72.5, ,87, ,45, ,66, ,60.5, ,3.1,K,80.5,L
174,Long Beach,Los Angeles Basin,Sep 2022,5.11,K,0.28,K,480, ,18.9, ,87.1,K,64.0,K,73.9,K,88,K,45,K,66,K,61.7,K,3.0,K,80.2, 
174,Long Beach,Los Angeles Basin,Oct 2022,3.35, ,0.26, ,344, ,15.6, ,76.9, ,57.7, ,66.0, ,88, ,52, ,71, ,56.2, ,2.8,K,73.1, 
174,Long Beach,Los Angeles Basin,Nov 2022,2.59, ,1.47,K,307, ,9.2,K,70.3, ,42.7, ,55.4, ,87, ,37, ,61,K,41.4,K,2.8,K,60.4, 
174,Long Beach,Los Angeles Basin,Dec 2022,1.56, ,3.00,K,204, ,10.0, ,65.6, ,43.3,K,52.9, ,88, ,48, ,72, ,44.1, ,2.3,K,56.0, 
174,Long Beach,Los Angeles Basin,Jan 2023,1.83, ,6.94,K,237,K,9.8,K,62.9, ,42.5,K,52.3,K,88,K,52,K,73, ,43.4, ,3.1,K,55.5,K
174,Long Beach,Los Angeles Basin,Feb 2023,2.52, ,3.18, ,327, ,8.0, ,64.3, ,39.8, ,51.5, ,84, ,39, ,62, ,38.3, ,3.4,K,54.2, 
174,Long Beach,Los Angeles Basin,Mar 2023,3.10, ,4.52, ,373, ,10.1, ,62.4, ,45.0,K,53.7, ,88, ,54, ,71, ,44.3, ,3.5,K,57.1,K
174,Long Beach,Los Angeles Basin,Apr 2023,4.54,K,0.07, ,523, ,11.4,K,68.1, ,49.1, ,57.8, ,87, ,52, ,70,K,47.6,K,3.5,K,61.8,K
174,Long Beach,Los Angeles Basin,May 2023,4.19, ,0.60, ,456, ,13.3, ,66.9, ,54.4, ,60.4, ,86, ,62, ,74, ,52.1, ,3.8,K,67.3,K
174,Long Beach,Los Angeles Basin,Jun 2023,4.60,K,0.02, ,487, ,14.3, ,71.6, ,56.1,K,63.4, ,86, ,58, ,72, ,54.1, ,3.4, ,71.3,K
174,Long Beach,Los Angeles Basin,Jul 2023,6.33, ,0.00, ,609, ,17.5, ,80.9, ,61.3, ,69.6, ,88, ,52, ,71, ,59.6, ,3.3, ,79.4, 
174,Long Beach,Los Angeles Basin,Aug 2023,5.88, ,1.20, ,564, ,18.7, ,83.1, ,62.0, ,71.0, ,89, ,51, ,72, ,61.5, ,3.0,K,79.8,K
174,Long Beach,Los Angeles Basin,Sep 2023,3.94,K,0.03, ,410, ,17.3, ,77.9, ,60.3, ,68.3, ,88, ,57, ,73, ,59.4, ,2.9,K,76.0, 
174,Long Beach,Los Angeles Basin,Oct 2023,3.88, ,0.18,K,406,K,14.9, ,79.6, ,54.3, ,65.2, ,88, ,46, ,70, ,54.5, ,2.5, ,72.1, 
174,Long Beach,Los Angeles Basin,Nov 2023,2.71,K,0.74, ,319,K,10.4, ,76.1, ,45.6,K,59.1, ,86, ,33, ,61, ,44.7, ,2.2, ,63.6, 
174,Long Beach,Los Angeles Basin,Dec 2023,1.91,K,1.68,K,240,K,11.1,K,70.4,K,45.7,K,56.4,K,89,K,48,K,72, ,46.7, ,2.2,K,59.2,K
178,Moraga,San Francisco Bay,Jan 2018,1.07,K,5.50, ,152, ,10.7, ,58.6, ,40.3,K,48.7,K,100, ,67, ,90,K,45.9,K,2.8, ,50.8, 
178,Moraga,San Francisco Bay,Feb 2018,2.56,K,0.72, ,312, ,7.4,K,62.9,K,33.9,K,47.8,K,95, ,35, ,64,K,35.9,K,3.5,K,50.1, 
178,Moraga,San Francisco Bay,Mar 2018,2.74,K,6.84, ,316, ,9.5,K,61.9,K,38.8,K,50.5,K,98, ,52, ,76,K,42.9,K,3.4,K,53.4, 
178,Moraga,San Francisco Bay,Apr 2018,3.90,K,0.81,K,468, ,10.4,K,66.2, ,42.5,K,54.5, ,96, ,48, ,71,L,44.9,L,1.6,K,60.5, 
178,Moraga,San Francisco Bay,May 2018,4.97,K,0.31,K,529,K,11.6,K,67.3, ,49.5, ,57.3,K,91,K,56,K,73, ,48.5, ,5.4,K,65.1,K
178,Moraga,San Francisco Bay,Jun 2018,6.90,K,0.24, ,696,K,12.6, ,76.7, ,51.7, ,62.8, ,91, ,44, ,66, ,50.7, ,5.5,K,69.3, 
178,Moraga,San Francisco Bay,Jul 2018,7.28, ,0.30, ,668, ,14.1, ,82.0, ,55.3,K,66.1, ,93, ,38, ,65, ,53.7, ,5.4,K,71.2, 
178,Moraga,San Francisco Bay,Aug 2018,5.86, ,0.12, ,549, ,13.8,K,78.3, ,54.4, ,64.2, ,93, ,45, ,69,L,53.3,L,5.3,K,70.1, 
178,Moraga,San Francisco Bay,Sep 2018,5.11, ,0.00, ,515, ,12.8,K,79.5, ,51.4, ,62.9, ,93,K,38,K,66, ,51.0, ,4.4, ,67.0, 
178,Moraga,San Francisco Bay,Oct 2018,3.75, ,0.00, ,376,K,11.1,K,76.3, ,46.2,K,59.5, ,93, ,36, ,64,K,46.4,K,3.0, ,62.3, 
178,Moraga,San Francisco Bay,Nov 2018,1.98,K,2.33, ,219, ,8.7,K,66.9, ,38.6,K,50.9, ,92, ,39, ,66,K,38.9,K,2.7,K,53.0,K
178,Moraga,San Francisco Bay,Dec 2018,1.30, ,3.37, ,163, ,9.0, ,57.0, ,38.0, ,47.3, ,97, ,59, ,80, ,41.1, ,3.0, ,50.8, 
178,Moraga,San Francisco Bay,Jan 2019,1.33, ,6.71, ,173, ,9.8,K,59.1, ,40.4,K,49.0, ,96, ,59, ,81,K,43.0,K,3.4,K,49.8, 
178,Moraga,San Francisco Bay,Feb 2019,1.48, ,10.09, ,221, ,8.3,K,53.7,K,37.2, ,45.4, ,95, ,58, ,78,K,38.8,K,4.4,K,48.7, 
178,Moraga,San Francisco Bay,Mar 2019,3.01, ,5.39, ,354,K,9.5, ,61.1, ,40.6, ,50.6, ,95, ,52, ,75, ,42.7, ,3.7,K,52.2, 
178,Moraga,San Francisco Bay,Apr 2019,4.63, ,0.94,K,503,K,11.6,K,69.1, ,47.3,K,57.5,K,94, ,51, ,72,K,48.4,K,4.2,K,60.1, 
178,Moraga,San Francisco Bay,May 2019,4.85, ,5.04,K,540,K,11.7, ,65.6, ,48.8, ,56.0, ,93, ,58, ,77, ,48.6, ,5.0, ,63.1, 
178,Moraga,San Francisco Bay,Jun 2019,6.67,K,0.01,K,664,K,13.2,K,78.3,K,52.8,K,64.7,K,91,K,44,K,65,K,51.7,K,4.7,K,69.7,K
178,Moraga,San Francisco Bay,Jul 2019,6.77, ,0.00, ,635, ,14.1,K,78.7, ,55.2, ,64.9, ,91, ,46, ,68,K,53.7,K,5.8,K,71.0, 
178,Moraga,San Francisco Bay,Aug 2019,6.40,K,0.00, ,587, ,15.2,K,82.0,K,56.8,K,67.8,K,91, ,43, ,67,K,55.7,K,5.0,K,72.0,K
178,Moraga,San Francisco Bay,Sep 2019,4.83,K,0.00, ,485,K,13.8, ,78.5, ,52.2, ,64.4,K,93,K,42,K,67,K,52.8,K,4.1,K,68.5, 
178,Moraga,San Francisco Bay,Oct 2019,3.79,K,0.00, ,388,K,8.1,K,75.2, ,41.3, ,56.9,K,87,K,26,K,52,L,38.0,L,2.3,K,59.3, 
178,Moraga,San Francisco Bay,Nov 2019,2.08, ,1.70,K,246,K,8.7,K,67.6,K,37.9,K,50.3, ,94, ,40, ,70,K,40.5,K,2.6, ,53.0,K
178,Moraga,San Francisco Bay,Dec 2019,0.97, ,5.72,K,135, ,10.3,K,56.7, ,41.8,K,48.7,K,96, ,68, ,86,K,44.5,K,3.2,K,51.7, 
178,Moraga,San Francisco Bay,Jan 2020,1.39, ,2.64,K,191, ,9.3, ,57.7, ,37.0,K,46.9,K,97, ,62, ,84,K,42.4,K,3.1,K,49.1, 
178,Moraga,San Francisco Bay,Feb 2020,2.97, ,0.23, ,351, ,7.6, ,65.2,K,36.4, ,49.7, ,91, ,36, ,62, ,36.6, ,3.6,K,50.2, 
178,Moraga,San Francisco Bay,Mar 2020,2.95, ,2.30, ,343, ,8.8,K,60.2, ,40.2, ,50.0,K,92, ,52, ,72,K,40.9,K,3.6, ,53.4, 
178,Moraga,San Francisco Bay,Apr 2020,4.45, ,2.06, ,490,K,10.5, ,66.8, ,45.1, ,55.4,K,92, ,50, ,70,K,45.5,K,4.3,K,58.9, 
178,Moraga,San Francisco Bay,May 2020,6.09,K,3.18, ,610,K,11.8, ,74.2,K,49.5,K,61.5,K,91, ,43, ,65,L,48.5,L,4.3, ,66.0,K
178,Moraga,San Francisco Bay,Jun 2020,7.20, ,3.58, ,706,K,12.6,K,78.5, ,52.3,K,64.4,K,90, ,40, ,61,K,50.4,K,5.1,K,69.5, 
178,Moraga,San Francisco Bay,Jul 2020,7.31, ,1.67,K,703,K,13.3,K,79.2, ,54.2,K,64.6,K,91, ,40, ,65,K,52.1,K,5.3, ,71.5, 
178,Moraga,San Francisco Bay,Aug 2020,6.48,K,0.00, ,571, ,14.7,K,85.3,K,57.4,L,69.5,K,88,K,36,K,64,L,54.2,L,4.9,K,72.4,K
178,Moraga,San Francisco Bay,Sep 2020,4.75,K,0.00, ,440, ,14.1,K,83.9,K,55.4,K,67.5,K,90,K,37,K,65,L,53.5,L,3.7, ,70.3,K
178,Moraga,San Francisco Bay,Oct 2020,4.01,K,0.00, ,361,K,10.0,K,82.2,K,47.1, ,61.8,L,86,K,26,K,55,L,45.1,L,2.9, ,64.1,K
178,Moraga,San Francisco Bay,Nov 2020,1.85,K,0.00,L,324,L,9.4,L,79.4,L,40.2,L,56.1,L,91,L,29,L,61,L,42.7,L,2.4,L,57.3,L
178,Moraga,San Francisco Bay,Dec 2020,1.58, ,2.49,L,188, ,7.9,L,59.5,K,33.6, ,45.6,K,94,K,45,K,77,L,38.2,L,3.1,L,47.7,K
178,Moraga,San Francisco Bay,Jan 2021,1.64, ,3.65, ,193, ,8.3, ,59.3,K,37.8, ,47.8,K,91,K,53,K,76,L,39.5,L,3.5,K,48.4, 
178,Moraga,San Francisco Bay,Feb 2021,2.40, ,2.36,K,312,K,7.9,K,62.1,K,36.7, ,49.1, ,92, ,40, ,67,K,37.8,K,3.7,K,50.5, 
178,Moraga,San Francisco Bay,Mar 2021,3.80, ,2.20,K,430,K,7.5,K,62.3,K,36.8, ,49.3, ,91, ,39, ,64,K,36.8,K,4.0,K,52.5, 
178,Moraga,San Francisco Bay,Apr 2021,5.24, ,0.17, ,585,K,9.2, ,66.6,K,43.8, ,53.6, ,89, ,45, ,67, ,42.3, ,5.3,K,58.3, 
178,Moraga,San Francisco Bay,May 2021,6.70,K,0.07,K,682,K,10.4,K,72.7,K,47.2,K,58.8,K,90,K,40,K,63,K,45.4,K,5.6,K,63.6, 
178,Moraga,San Francisco Bay,Jun 2021,7.01, ,0.33,K,714,K,12.7,K,75.8,K,52.6,K,62.7,K,90, ,46, ,66,K,50.6,K,5.8,K,68.1,K
178,Moraga,San Francisco Bay,Jul 2021,7.27, ,0.16, ,669,K,13.0,K,80.7,K,54.5, ,65.1, ,90, ,39, ,63,K,51.5,K,6.0,K,69.7, 
178,Moraga,San Francisco Bay,Aug 2021,6.36, ,0.02,K,589,K,13.6,K,81.2, ,54.8, ,65.3, ,90, ,39, ,65,K,52.6,K,5.0,K,68.7, 
178,Moraga,San Francisco Bay,Sep 2021,5.22, ,0.03, ,502,K,12.0,K,81.9, ,51.5, ,64.9, ,88, ,34, ,59,K,49.2,K,4.0, ,67.1, 
178,Moraga,San Francisco Bay,Oct 2021,3.29, ,9.72,K,325, ,10.6,K,70.9, ,47.0,K,57.7, ,88, ,43, ,65,K,45.1,K,4.0,K,60.2, 
178,Moraga,San Francisco Bay,Nov 2021,1.84, ,2.18, ,234, ,10.5, ,65.0, ,41.3, ,52.1, ,96, ,52, ,78, ,45.3, ,2.7, ,57.0, 
178,Moraga,San Francisco Bay,Dec 2021,1.03, ,11.62,K,147, ,9.0, ,54.0, ,38.3, ,45.8, ,96, ,67, ,85, ,41.4, ,3.5,K,51.1, 
178,Moraga,San Francisco Bay,Jan 2022,1.68, ,1.24, ,216, ,8.4, ,60.4, ,35.9, ,46.6, ,96, ,52, ,77, ,39.6, ,2.8, ,48.9, 
